Substance ID,Name ,CAS ,SMILES,Formula ,FW ,OVERALL ,TA100 ,TA100_S9 ,TA1535 ,TA1535_S9 ,TA97 ,TA97_S9 ,TA1538 ,TA1538_S9 ,TA98 ,TA98_S9 ,TA1537 ,TA1537_S9 ,TA102 ,TA102_S9 ,TA104 ,TA104_S9 ,TA98(NR) ,TA98(NR)_S9 ,TA97A ,TA97A_S9 ,"TA98(1,8-DNP6) ","TA98(1,8-DNP6)_S9 ","TA100(1,8-DNP6) ","TA100(1,8-DNP6)_S9 ",TA100(NR) ,TA100(NR)_S9 ,YG1024 ,YG1024_S9 ,TA2638 ,TA2638_S9 ,YG1029 ,YG1029_S9 ,TA92 ,TA92_S9 ,YG1026 ,YG1026_S9 ,YG1021 ,YG1021_S9 ,TA7004 ,TA7004_S9 ,TA7005 ,TA7005_S9 ,TA1978 ,TA1978_S9 ,TA7002 ,TA7002_S9 ,TA7003 ,TA7003_S9 ,TA7001 ,TA7001_S9 ,TA7006 ,TA7006_S9 ,TM677 ,TM677_S9 ,G46 ,G46_S9 ,YG1020 ,YG1020_S9 ,YG1025 ,YG1025_S9 ,TA94 ,TA94_S9
43, METHYL METHACRYLATE ,  80-62-6  ,HC(H)C(C(=O)OC(H)H)=CH,C5H8O2 ,100.1158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ND ,1,ND ,ND ,ND ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
44, ANILINE ,  62-53-3  ,c1(N)ccccc1,C6H7N ,93.1265,1,1,1,1,1,1,1,1,1,1,1,1,1,ND ,1,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
45, FORMALDEHYDE ,  50-00-0  ,HC=O,CH2O ,30.026,3,3,3,1,1,2,ND ,1,ND ,2,3,1,2,3,1,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
46, BENZYL CHLORIDE ,  100-44-7  ,HC(Cl)c1ccccc1,C7H7Cl ,126.5832,3,2,2,1,1,1,1,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,3,1,3,1,ND ,ND ,1,1,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
47, O-CHLOROBENZALMALONONITRILE ,  2698-41-1  ,C(#N)C(C#N)=Cc1c(Cl)cccc1,C10H5ClN2 ,188.6129,1,1,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,1,1,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
48, 2-NITROFLUORENE ,  607-57-8  ,HC1c2c(-c3c1cc(N(=O)=O)cc3)cccc2,C13H9NO2 ,211.2161,3,3,3,1,1,ND ,ND ,3,ND ,3,3,3,3,3,ND ,ND ,ND ,3,3,ND ,ND ,3,ND ,ND ,ND ,ND ,ND ,3,ND ,ND ,ND ,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,3,ND ,3,ND ,ND ,ND
49, ACETAMINOPHEN ,  103-90-2  ,HC(H)C(=O)Nc1ccc(O)cc1,C8H9NO2 ,151.1626,1,1,1,1,1,1,1,1,1,1,1,1,1,ND ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
50, SODIUM NITRITE ,  7632-00-0  ,N(=O)[O-].[Na+],NNaO2 ,68.9953,3,3,3,3,3,1,1,1,1,1,1,ND ,ND ,1,1,ND ,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
51, BENOMYL ,  17804-35-2  ,HC(H)C(H)C(H)C(H)NC(=O)N1c2c(cccc2)N=C1NC(=O)OC(H)H,C14H18N4O3 ,290.3179,1,1,1,1,1,1,1,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
52, AFLATOXIN B1 ,  1162-65-8  ,HC(H)Oc1c2C3=C(C(=O)C(H)C3H)C(=O)Oc2c2c(c1)OC1C2C=CO1,C17H12O6 ,312.2736,3,3,3,ND ,ND ,ND ,ND ,ND ,3,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
53, O-PHENYLENEDIAMINE ,  95-54-5  ,c1(N)c(N)cccc1,C6H8N2 ,108.1412,3,1,3,1,1,1,3,ND ,3,1,3,1,3,ND ,ND ,ND ,ND ,1,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
54, QUERCETIN ,  117-39-5  ,C1(O)C(=O)c2c(O)cc(O)cc2OC=1c1cc(O)c(O)cc1,C15H10O7 ,302.2357,3,3,3,1,ND ,3,2,3,ND ,3,3,3,ND ,3,3,ND ,ND ,ND ,ND ,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,3,ND ,3,ND ,ND ,ND ,3,ND ,1,ND ,1,ND ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
55, DIVINYLBENZENE ,  1321-74-0  ,HC=Cc1c(C=CH)cccc1,C10H10 ,130.1864,1,1,1,1,1,1,1,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
56, TETRANITROMETHANE ,  509-14-8  ,C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CN4O8 ,196.0329,3,3,3,3,3,3,2,ND ,ND ,3,2,1,1,1,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
57, GLUTARALDEHYDE ,  111-30-8  ,HC(C(H)C(H)C=O)C=O,C5H8O2 ,100.1158,3,1,3,1,1,ND ,ND ,ND ,ND ,1,1,1,1,3,3,3,3,ND ,ND ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
58, DIETHYLSTILBESTROL ,  56-53-1  ,HC(H)C(H)C(c1ccc(O)cc1)=C(c1ccc(O)cc1)C(H)C(H)H,C18H20O2 ,268.3502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
59, BROMOFORM ,  75-25-2  ,C(Br)(Br)Br,CHBr3 ,252.7306,1,1,1,1,1,1,1,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
60, TEREPHTHALIC ACID ,  100-21-0  ,C(=O)(O)c1ccc(C(=O)O)cc1,C8H6O4 ,166.1308,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
61, DIMETHYL SULFOXIDE ,  67-68-5  ,HC(H)S(=O)C(H)H,C2H6OS ,78.1344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,1,1,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
62, SAFROLE ,  94-59-7  ,HC(c1cc2c(cc1)OC(H)O2)C=CH,C10H10O2 ,162.1852,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
63," 1,1,2,2-TETRACHLOROETHYLENE ",  127-18-4  ,C(Cl)(Cl)=C(Cl)Cl,C2Cl4 ,165.8322,2,1,1,2,2,ND ,ND ,ND ,ND ,1,1,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
64, HYDROGEN PEROXIDE ,  7722-84-1  ,OO,H2O2 ,34.0147,3,1,2,1,1,3,3,1,1,1,1,1,3,3,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,3,ND ,ND ,ND ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
65," 2,4-DIAMINOTOLUENE ",  95-80-7  ,HC(H)c1c(N)cc(N)cc1,C7H10N2 ,122.1678,3,1,3,1,1,ND ,1,ND ,3,1,3,1,2,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
66, BENZALDEHYDE ,  100-52-7  ,c1(C=O)ccccc1,C7H6O ,106.1219,3,1,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,1,1,1,3,ND ,ND ,1,1,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
67, 6-AMINOCHRYSENE ,  2642-98-0  ,c1(N)c2c(c3c(c4c(cccc4)cc3)c1)cccc2,C18H13N ,243.3026,3,1,3,1,1,ND ,ND ,1,2,3,3,1,2,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,2,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
68, N-NITROSOPYRROLIDINE ,  930-55-2  ,HC1C(H)C(H)C(H)N1N=O,C4H8N2O ,100.1192,3,1,2,ND ,3,1,1,ND ,ND ,1,1,ND ,ND ,ND ,3,ND ,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
69, ASPIRIN ,  50-78-2  ,HC(H)C(=O)Oc1c(C(=O)O)cccc1,C9H8O4 ,180.1574,1,1,1,1,1,1,1,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
70, DIMETHYL TEREPHTHALATE ,  120-61-6  ,HC(H)OC(=O)c1ccc(C(=O)OC(H)H)cc1,C10H10O4 ,194.184,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
71, 2-NITRO-P-PHENYLENEDIAMINE ,  5307-14-2  ,c1(N)c(N(=O)=O)cc(N)cc1,C6H7N3O2 ,153.1388,3,3,3,1,3,3,3,ND ,3,3,3,ND ,3,ND ,ND ,3,ND ,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,3,3,3,3,ND ,ND ,3,3,3,3,1,3,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
72, SODIUM AZIDE ,  26628-22-8  ,[N-]=[N+]=[N-].[Na+],N3Na ,65.01,3,3,3,3,3,1,1,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
73, CYCLOPHOSPHAMIDE ,  50-18-0  ,HC1C(H)C(H)NP(=O)(N(C(H)C(H)Cl)C(H)C(H)Cl)O1,C7H15Cl2N2O2P ,261.0854,3,2,3,3,3,1,1,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
74, 4-NITROQUINOLINE 1-OXIDE ,  56-57-5  ,c1([N+](=O)[O-])c2c(cccc2)[n+]([O-])cc1,C9H6N2O3 ,190.1556,3,3,3,3,1,3,3,3,3,3,3,3,1,3,3,ND ,ND ,ND ,ND ,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,3,ND ,ND ,ND ,3,ND ,ND ,ND ,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,3,ND ,3,ND ,ND ,ND
75, FURFURAL ,  98-01-1  ,C1(C=O)=CC=CO1,C5H4O2 ,96.0841,1,1,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
76, CARBON TETRACHLORIDE ,  56-23-5  ,C(Cl)(Cl)(Cl)Cl,CCl4 ,153.8215,3,1,1,1,1,1,1,ND ,ND ,3,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
77, METHYLENE CHLORIDE ,  75-09-2  ,HC(Cl)Cl,CH2Cl2 ,84.932,3,3,3,3,3,3,3,ND ,ND ,3,3,1,1,1,ND ,3,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
78, ISOBUTYL NITRITE ,  542-56-3  ,HC(H)C(C(H)H)C(H)ON=O,C4H9NO2 ,103.1198,3,2,3,3,3,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,1,1,1,1,ND ,ND ,1,1,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
79, 4'-(CHLOROACETYL)ACETANILIDE ,  140-49-8  ,HC(H)C(=O)Nc1ccc(C(=O)C(H)Cl)cc1,C10H10ClNO2 ,211.6446,3,1,1,1,1,ND ,ND ,1,2,3,2,2,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
80," 2-AMINO-3-METHYL-3H-IMIDAZO[4,5-F]QUINOLINE ",  76180-96-6  ,[Br-].HC(H)N1c2c(c3c(cc2)nccc3)N=C1N.R,C11H11BrN4 ,279.136,3,1,3,ND ,ND ,ND ,ND ,ND ,ND ,1,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,1,ND ,ND ,ND ,ND ,ND ,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
81," 2,4-DICHLOROPHENOXYACETIC ACID ",  94-75-7  ,HC(C(=O)O)Oc1c(Cl)cc(Cl)cc1,C8H6Cl2O3 ,221.0368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ND ,ND ,ND ,ND ,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
82, HEXAMETHYLPHOSPHORAMIDE ,  680-31-9  ,HC(H)N(C(H)H)P(=O)(N(C(H)H)C(H)H)N(C(H)H)C(H)H,C6H18N3OP ,179.2005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
83, CAPTAN ,  133-06-2  ,HC1C2C(=O)N(SC(Cl)(Cl)Cl)C(=O)C2C(H)C=C1,C9H8Cl3NO2S ,300.5895,3,3,3,3,3,ND ,ND ,ND ,ND ,3,3,3,3,3,1,3,1,ND ,ND ,3,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,3,ND ,ND ,ND ,ND ,ND ,ND
84, DIBROMOACETONITRILE ,  3252-43-5  ,C(#N)C(Br)Br,C2HBr2N ,198.8441,3,1,1,1,2,3,2,1,ND ,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
85, P-PHENYLENEDIAMINE ,  106-50-3  ,c1(N)ccc(N)cc1,C6H8N2 ,108.1412,3,1,1,1,1,ND ,ND ,ND ,3,1,3,1,1,1,1,1,1,1,3,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
86, NAPHTHALENE ,  91-20-3  ,c12c(cccc1)cccc2,C10H8 ,128.1705,1,1,1,1,1,1,1,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
87, METHYL ETHYL KETONE ,  78-93-3  ,HC(H)C(=O)C(H)C(H)H,C4H8O ,72.1057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
88, APC ,  8003-03-0  ,HC(H)C(=O)Nc1ccc(OC(H)C(H)H)cc1.HC(H)C(=O)Oc1c(C(=O)O)cccc1.HC(H)N1C(=O)C2=C(N(C(H)H)C1=O)N=CN2C(H)H,C27H31N5O8 ,553.5639,1,1,1,1,1,ND ,ND ,1,1,1,1,1,1,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND ,ND
