Structure [idcode]	Molecule Name	Formula	FW	DSSTox_CID	SR-HSE	NR-AR	SR-ARE	NR-Aromatase	NR-ER-LBD	NR-AhR	SR-MMP	NR-ER	NR-PPAR-gamma	SR-p53	SR-ATAD5	NR-AR-LBD	Smiles	
deL`@@JfRiUfnXVfjjjh@@	NCGC00254463-01	C6H12N4	140.1863	692	0	0	0	0	0	0		0	0	0	0	0	C(N(C1)C2)N3CN2CN1C3	
deL`@@JfRiUfnXVfjjjh@@	NCGC00259155-01	C6H12N4	140.1863	692	0	0	0	0	0	0	0	0	0	0	0	0	C(N(C1)C2)N3CN2CN1C3	
dk]@@@YJeWmZ{Sjjjjh@@	NCGC00256776-01	C11H22N2	182.3058	27453	0	0	0	0	0	0	0	0	0	0	0	0	C(N1CCCCC1)N1CCCCC1	
fn{PB@NE@DYHhhhddmcEDeSdkZ\ViVt@PAAUUTEP}P@	NCGC00183046-01	C20H22N2S	322.4671	3262		0		1	0	0		0		0	0	0	C([C@@H]1C(CC2)CCN2C1)N1c(cccc2)c2Sc2c1cccc2	
dmLD@@IJ]YVDeZj@BHb`@	NCGC00257843-01	C9H10O2	150.1745	1145	0	0	0	0	0	0		0	0	0	0	0	C([C@@H]1OC1)Oc1ccccc1	
fhy``@E@xeLsO}kSdm^CPUAEUQPQP@	NCGC00160643-01	C14H19NO2	233.3062	26269		0		0	0	0	0	0	0	0	0	0	C([C@@H]1Oc(cccc2)c2OC1)N1CCCCC1	
fn{PB@NE@DYHhhhddmcEDeSdkZ\ViVt@PAAUUTEP}@@	NCGC00014679-01	C20H22N2S	322.4671	28697		0		0	0	0	0	0	0	0	0	0	C([C@H]1C(CC2)CCN2C1)N1c(cccc2)c2Sc2c1cccc2	
ffsH`@E^bdEDie]vUvUqS`g^KV``Jjj@BH@@	NCGC00015857-09	C16H18N4O2	298.3397	25188	0		0										C(c(cc1)cc2c1OCO2)N(CC1)CCN1c1ncccn1	
ffsH`@E^bdEDie]vUvUqS`g^KV``Jjj@BH@@	NCGC00015857-05	C16H18N4O2	298.3397	25188		0		0	0	0	0	0	0	0	0	0	C(c(cc1)cc2c1OCO2)N(CC1)CCN1c1ncccn1	
foI@@@LdbbRbaQXKbiZlx@@@`@`@@	NCGC00258610-01	C15H10	190.2399	4887	0	0	0	0	0	0		0	0	0	0	0	C(c1c2c(cc3)ccc1)c1c2c3ccc1	
fbm@@@DjYVWV}~ZlENXI@H@@@@@@	NCGC00255197-01	C20H16	256.3410	2320	0	0	0	0	1		1	1	0	0	0	0	C(c1ccccc1)=C(c1ccccc1)c1ccccc1	
dg|@@DjU_eZx{BAH@@BJ`	NCGC00260274-01	C14H12	180.2451	6050	0	0	1		0	1		1	0	0	0	0	C(c1ccccc1)=C/c1ccccc1	
dg|@@DjU_eZx{BAH@@BJP	NCGC00257904-01	C14H12	180.2451	6049	0	0			0	0	0	0	0	0	0	0	C(c1ccccc1)=C\c1ccccc1	
dg~@@@Re]VUJcl@I`@@@@	NCGC00160603-02	C13H11N	181.2331	26255		0			0				0	0		0	C(c1ccccc1)=Cc1ccncc1	
dg~@@@Re]VUJcl@I`@@@@	NCGC00160603-01	C13H11N	181.2331	26255		0		1	0	1	1	1	0	0	1	0	C(c1ccccc1)=Cc1ccncc1	
ffc`@@@ITjsLjj~{HRikUT@@@@@@@@	NCGC00256253-01	C21H21N	287.3981	27031	0	0		0	0	0		1	0	0	0	0	C(c1ccccc1)N(Cc1ccccc1)Cc1ccccc1	
fhyh@@@XirVRJIJUIQITDsg`ruST@D`@@	NCGC00255357-01	C12H11N5	225.2492	12630	0	0	0	0	0	1			0	0	0	0	C(c1ccccc1)NC1=C2N=CN=C2N=CN1	
foA`@@@IRlrjzkF]U@@@@@@@	NCGC00254989-01	C14H15N	197.2756	24355	0	0	0		0	0		0	0	0	0	0	C(c1ccccc1)NCc1ccccc1	
fnki@@LRt{pDiegg]ueZBUjsjmjjhDBh@JBDJ@@	NCGC00255573-01	C17H19N5O	309.3657	18801	0	0	0		0	1	0	1	0	0	1	0	C(c1ccccc1)Nc1c2ncn([C@H]3OCCCC3)c2ncn1	
foAA@@@IRlrjzkF]U@@@@@@@	NCGC00258457-01	C14H14O	198.2604	5819	0	0	0	0	0	0	0	0	0	0	0	0	C(c1ccccc1)OCc1ccccc1	
foA@B@@ABTkLjnjqgUP@@@@@@	NCGC00257880-01	C14H14S	214.3260	4599	0	0		0	0	0		1	0	0	0	0	C(c1ccccc1)SCc1ccccc1	
fdy`BBH@b@]BTFfUgo_dmNCDHB@@@@@@	NCGC00256768-01	C16H14ClN	255.7421 (220.2885+35.4535)	24593	0	0	1	0	0				0	0	0	0	C(c1ccccc1)[n+]1cccc2ccccc12.[Cl-]	
dk\@@DjU^ukmLHH@@@@	NCGC00255045-01	C13H12	168.2344	21891	0	0	0	0	0	0	0	0	0	0	0	0	C(c1ccccc1)c1ccccc1	
f`ii@@FBu[pDigvVUqPug^ifijUj@@	NCGC00255418-01	C10H9N5O	215.2114	15175	0	0	0	0	0	0			0	0	0	0	C(c1ccco1)NC1=C2N=CN=C2N=CN1	
dmNH@FAJY~WJeZYjV`@	NCGC00256860-01	C9H9NO	147.1739	27663	0	0	0	0	0	0	0	0	0	0	0	0	C(c1ccco1)n1cccc1	
dayD@HhNRV[ff``h	NCGC00255830-01	C4H8N2O2	116.1185	24393	0	0	0	0	0	0	0	0	0	0	0	0	C/C(/C(C)=NO)=N\O	
doL@DHpmtfVUYzSZ`PhXBFP	NCGC00249913-01	C9H9N3O3	207.1861	31407	0		0										C/C(/C(O)=O)=N/NC(c1ccncc1)=O	
fjmaa@LBtX@P`HrJIQIKQPzIHeLeZjVfZ@B@HYF`	NCGC00164613-01	C15H13NO3S2	319.3986	26479		0			0	0	0	0		0	1	0	C/C(/C=C(\C(N1CC(O)=O)=O)/SC1=S)=C\c1ccccc1	
gbOD@L@@@BCahBIL`pyBqDcUktf[]arz}APx\bbTTVTRfRVfVbRbTrRtNRbaTRbfRJbTTrQaq\~Ybs{|uMUTuUMUMUTuSMMUUUUUUUUQP`aBTPpgBZJXmdnKxgRCJMLrKJ\mrOQ|orxDHqYJYPieBh	NCGC00160471-01	C44H64O24	976.9646	1457		0		0	0	0	0	1	0	0	0	0	C/C(/C=C/C=C(\C)/C(O[C@@H]([C@@H]([C@H]1O)O)O[C@H](CO[C@@H]([C@@H]([C@H]2O)O)O[C@H](CO)[C@H]2O)[C@H]1O)=O)=C\C=C\C=C(/C)\C=C\C=C(/C)\C(O[C@@H]([C@@H]([C@H]1O)O)O[C@H](CO[C@@H]([C@@H]([C@H]2O)O)O[C@H](CO)[C@H]2O)[C@H]1O)=O	
fkg@P@@Hv]IeugV]YugYjYiffZYifAHdreZgH[KUF`	NCGC00257045-01	C25H30O4	394.5033	4629	0	0	1		0	0	0		0	0	0	0	C/C(/C=C\C=C(/C)\C=C/C=C(/C)\C=C/C(O)=O)=C\C=C\C(\C)=C\C=C\C(OC)=O	
fnc@p@@HyZkTfVyyW^]bLdijB@jijf`DOP	NCGC00016786-15	C17H20O6	320.3371	21070	0												C/C(/CCC(O)=O)=C\Cc(c(O)c(c(CO1)c2C)C1=O)c2OC	
fnc@p@@HyZkTfVyyW^]bLdijB@jijf`DOP	NCGC00016786-01	C17H20O6	320.3371	21070		0								1	0		C/C(/CCC(O)=O)=C\Cc(c(O)c(c(CO1)c2C)C1=O)c2OC	
eohXN@@I`DNKJfgdfVyyW^]mVUHXdTn^Z``JjZijjjb@`|`	NCGC00159459-04	C23H31NO7	433.4947	3340	0		1										C/C(/CCC(OCCN1CCOCC1)=O)=C\Cc(c(O)c(c(CO1)c2C)C1=O)c2OC	
eohXN@@I`DNKJfgdfVyyW^]mVUHXdTn^Z``JjZijjjb@`|`	NCGC00159459-02	C23H31NO7	433.4947	3340		0					0	1		1	0		C/C(/CCC(OCCN1CCOCC1)=O)=C\Cc(c(O)c(c(CO1)c2C)C1=O)c2OC	
gGPDADVHRYyjDb@	NCGC00258518-01	C4H6Cl2	124.9964	7338	0				0	0	0		0	0	0	0	C/C(/Cl)=C/CCl	
el\RJL@NIemk@f`XP@b@H\BLdRbTRTrbVVbbTQQRavnjZjjjZ`ZHbfbAPbCB@	NCGC00319022-01	C23H36N4O5S3	544.7507	31429	0		0										C/C(/N(Cc1c(N)nc(C)nc1)C=O)=C(/CCO)\SSCC[C@H](CCCCC(OC)=O)SC(C)=O	
fe{Ia@NU[uSh`BHAFRIQJIQSIINJIGp^cjZjjjf@`h`rbFH	NCGC00188432-01	C17H26N4O3S2	398.5433	3084		0			0	0	0	0	0	0	0	0	C/C(/N(Cc1c(N)nc(C)nc1)C=O)=C(/CCO)\SSC[C@@H]1OCCC1	
fm{Ic@AMzOWd`bHAB@c@heDheELddxhdPqGNijjjjXBBbGJHX`	NCGC00183101-01	C17H27ClN4O3S2	435.0043 (398.5433+36.4609)	28528		0		0	0	0	0	0	0	0	0	0	C/C(/N(Cc1c(N)nc(C)nc1)C=O)=C(/CCO)\SSC[C@@H]1OCCC1.Cl	
fjmIb@AAbgAC@BLdTTrafVbbQYqNZYjjXBB`DBH	NCGC00262939-01	C13H16N4O3S	308.3561	31573	0		0										C/C(/N(Cc1c(N)nc(C)nc1)C=O)=C(\CCO1)/SC1=O	
efyqFD@AMD\R^QYPlbnc`P@b@HrQJJJIQJYSIIIZJZJJKQQZHiEIYDfr~nyquuLuUUUSSPLCD@P@@DP@@HXMB@	NCGC00183879-01	C38H42N8O6S2	770.9201	28512		0		0	0	0	0		0	0	0	0	C/C(/N(Cc1c(N)nc(C)nc1)C=O)=C(\CCOC(c1ccccc1)=O)/SS/C(/CCOC(c1ccccc1)=O)=C(/C)\N(Cc1c(N)nc(C)nc1)C=O	
do^J`CaLKP|LddrRattZjffhHz@	NCGC00254979-01	C8H16NO5P	237.1901	3914	0	0	0	0	0	0		0	0	0	0	0	C/C(/OP(OC)(OC)=O)=C\C(N(C)C)=O	
dgnJ`CaLKP|LddrRatsUTttD]@	NCGC00254710-01	C7H14NO5P	223.1635	14816	0	0	0	0	0	0	0	0	0	0	0	0	C/C(/OP(OC)(OC)=O)=C\C(NC)=O	
dglF`HSBtp|LddrRatsUTttD]@	NCGC00255051-01	C7H13O6P	224.1483	12683		0		1		0	0		0	0	0	0	C/C(/OP(OC)(OC)=O)=C\C(OC)=O	
fjeHS@HHt[`iJ@D^BHaFRJJJZGIJJKUULuKUTAAjt@	NCGC00254758-01	C10H18N4O4S3	354.4693	12578		0			0	0	0	0	0		0	0	C/C(/SC)=N\OC(N(C)SN(C)C(O/N=C(\C)/SC)=O)=O	
dcNDAHAHeNR[geUuih@@Hr@	NCGC00257343-01	C9H9NO2	163.1733	21188	1	0			0	0	1						C/C(/[N+]([O-])=O)=C\c1ccccc1	
dkLBaHq]CPB]yAYYefEjefhHj@	NCGC00254206-01	C8H7NaO4	190.1285 (22.9892+167.1393)	6029	0	0	0	0	0	0	0		0	0	0	0	C/C(/[O-])=C(/C(C=C(C)O1)=O)\C1=O.[Na+]	
fbuQ`@DQ@sJSLjoZ{HeN|uUU@AMPB@X	NCGC00183021-01	C15H20N2O3	276.3309	28754	0	0	0		0	1	0	1	0	0	1	0	C/C(/c(cc1)ccc1OCC(N1CCCCC1)=O)=N\O	
f`a@P@@Hd{HieEMDdUjsSPPQPBFH	NCGC00253727-01	C12H14O4	222.2372	31615	0		0										C/C(/c(ccc(OC)c1)c1OC)=C\C(O)=O	
fhia@@N@rJJIQXjIIdoA``Xh@@AAd@	NCGC00160593-01	C15H15NO	225.2857	26247		0		0	0	0	0	0	0	0	0	0	C/C(/c(cccc1)c1O)=N\Cc1ccccc1	
fisIcBIFmGWQ`tHRGI@Dc{@eDeDULeELheFBjv@HiihBA`A@t@	NCGC00254899-01	C15H11F2N4NaO3	356.2594 (333.2702+22.9892)	12375	0	0	0	0	0		0	0	0	0	0	0	C/C(/c1ncccc1C([O-])=O)=N\NC(Nc1cc(F)cc(F)c1)=O.[Na+]	
fmwPc@CIyDDPjHWDYEEDhdeBiddXdlrR\cgAAIUURp@Q@H\`	NCGC00249921-01	C20H17Cl3N2O2	423.7202	31607	1												C/C(/n1cncc1)=C(\c(ccc(Cl)c1)c1Cl)/OCCOc(cc1)ccc1Cl	
fbu@`@@YRYWYeg_hrJX@JY``H@HDj`	NCGC00018153-10	C18H18O2	266.3343	2382	1		1										C/C=C(/C(/c(cc1)ccc1O)=C/C)\c(cc1)ccc1O	
fbu@`@@YRYWYeg_hrJX@JY``H@HDj`	NCGC00016335-01	C18H18O2	266.3343	2382		0		0	1	0	1	1	0	1	0	0	C/C=C(/C(/c(cc1)ccc1O)=C/C)\c(cc1)ccc1O	
fe{@P@@HZMIge]fV]}XTbuZ`@ifB@i`@cSZ@	NCGC00253696-01	C22H22O4	350.4077	31629	1		1										C/C=C(/C(/c(cc1)ccc1OC(C)=O)=C/C)\c(cc1)ccc1OC(C)=O	
gGX@@dl|tHd	NCGC00257871-01	C5H7N	81.1158	5577	0	0	0	0	0	0	0	0	0	0	0	0	C/C=C(/C)\C#N	
gNq@@ds[SPf`	NCGC00255636-01	C6H10O	98.1430	21490	0	0	0	0	0	0	0	0	0	0	0	0	C/C=C(\C)/C(C)=O	
fha@`@@HRYY_gVZfijf`HIB`	NCGC00256644-01	C15H24O2	236.3499	27413	0	0	0	0	0	0	0	0	0	0	0	0	C/C=C(\C)/C(OC/C=C(\C)/CCC=C(C)C)=O	
do|D@@QIee~Umvij`@@`h	NCGC00256845-01	C13H16O2	204.2649	27684	0	0	0	0	0	0		0	0	0	0	0	C/C=C(\C)/C(OCCc1ccccc1)=O	
dg\D@@QIee{T{Zfh@@HJ@	NCGC00256881-01	C12H14O2	190.2384	27130		0	0	0	0	0	0	0	0	0	0	0	C/C=C(\C)/C(OCc1ccccc1)=O	
ded@@DjWvfZZAHl`	NCGC00259827-01	C10H16	136.2340	7288		0		0	0	0	0		0			0	C/C=C(\C)/C=C/C=C(C)C	
ded@@DjWvfZZAHl`	NCGC00257015-01	C10H16	136.2340	7288	0	0	1	0	0	0	0	0	0	0	0	0	C/C=C(\C)/C=C/C=C(C)C	
gGQ@@dlltHh	NCGC00260383-01	C5H8O	84.1164	29264	0	0	0	0	0	0	0	0	0	0	0	0	C/C=C(\C)/C=O	
fdeQ@@DJ@drmkSntYKUoMRuUSUR`ReHV`	NCGC00263655-01	C15H18N2O	242.3162	26038	0		0										C/C=C(\[C@H](CC(N1)=C2C=CC1=O)C=C(C)C1)/[C@@]12N	
fdeQ@@DJ@drmkSntYKUoMRuUSUR`ReHV`	NCGC00159362-02	C15H18N2O	242.3162	26038		0		0	0	0	0	0	0	0	0	0	C/C=C(\[C@H](CC(N1)=C2C=CC1=O)C=C(C)C1)/[C@@]12N	
fdq@`@@HRYuUUUVjjjff@`sz@	NCGC00255494-01	C16H28O2	252.3923	15285	1	0			0	0	0	0		0	0	0	C/C=C/C/C=C\CCCCCCCCOC(C)=O	
daxD@@QImUifALj`	NCGC00091737-01	C6H8O2	112.1265	1277		1		0	0	0		0	0	0	0	0	C/C=C/C=C/C(O)=O	
daxD@@QImUifALj`	NCGC00253957-01	C6H8O2	112.1265	1277	0	0		0	0		0	0	0	0	0	0	C/C=C/C=C/C(O)=O	
daxD@@QImUifALj`	NCGC00259268-01	C6H8O2	112.1265	1277	0	0	0	0	0	0	0	0	0	0	0	0	C/C=C/C=C/C(O)=O	
dixDaHpL`IsdEmUifALj`	NCGC00260304-01	C6H7KO2	150.2169 (111.1191+39.0978)	7835	0	0	0	0	0	0	0	0	0	0	0	0	C/C=C/C=C/C([O-])=O.[K+]	
gNq@@djkLpRc@	NCGC00258388-01	C6H8O	96.1271	5391	0	0	1	0	0	0	0	0	0	0	0	0	C/C=C/C=C/C=O	
dkLH@@RUUUVjjfXDFV@	NCGC00254740-01	C12H22O	182.3025	15288	1	0		0	0	0	0	0	0	0	0	0	C/C=C/C=C/CCCCCCCO	
gNq@@djmLpRc@	NCGC00256628-01	C6H10O	98.1430	27631	0	0		0	0	0	0	0	0	0	0	0	C/C=C/C=C/CO	
gGP@Di]jQA@	NCGC00258707-01	C6H10	82.1436	7227	0	0	0	0	0	0			0	0	0	0	C/C=C/CC=C	
dmtH@@Rfuu[j@BXBA`	NCGC00259831-01	C10H12O	148.2017	87	0	0	0	0	0	0	0		0	0	0	0	C/C=C/c(cc1)ccc1OC	
dmtH@@Rfuu[j@BXBA`	NCGC00254015-01	C10H12O	148.2017	87	0	0	0	0	0	0	0	0	0	0	0	0	C/C=C/c(cc1)ccc1OC	
dcL@@DiUUU]ZjejC@na`	NCGC00254420-01	C12H18	162.2713	7581	0	0	0	0	0	0	0	0	0	0	0	0	C1/C=C/CC/C=C/CC/C=C/C1	
daD@@DiUVyjjPPGd	NCGC00258568-01	C8H12	108.1809	6888	0	0	0	0	0	0	0	0	0	0	0	0	C1/C=C\CC/C=C\C1	
dc\@@DjYVYayYt@@H`P@	NCGC00259374-01	C12H8	152.1919	3845	0	0	0	0	0		0	0	0		0	0	C1=Cc2cccc3cccc1c23	
dc\@@DjYVYayYt@@H`P@	NCGC00254399-01	C12H8	152.1919	3845	0	0	0		0		0	0	0	0	0	0	C1=Cc2cccc3cccc1c23	
dkL@s@ZMbCb@W^OdifUPxYVfZjT@@	NCGC00260091-01	C10H10Cl2Ti	248.9594 (178.0523+35.4535+35.4535)	1354		0			0	0	0	0	0	0	0	0	C1C([Ti+2]C2=CC=CC2)=CC=C1.[Cl-].[Cl-]	
deL@@Di[ernDYZjij@@	NCGC00090776-02	C10H12	132.2023	5023	0	0	0	0	0	0	0	0	0	0	0	0	C1C2C=CC1C1C2C=CC1	
diT@@DiUTjxVjih@@	NCGC00258012-01	C9H12	120.1916	7515	0	0		0	0	0		0	0	0	0	0	C1C=CC2C1CC=CC2	
gKP@Di\YZ@@	NCGC00255341-01	C5H6	66.1011	7191	0	0	0	0	0	0	0	0	0	0	0	0	C1C=CC=C1	
dnDH@@ReVDijjj@@	NCGC00258704-01	C6H10O	98.1430	4880	0	0		0	0	0	0		0	0	0	0	C1CC2OC2CC1	
gKP@Di\Zj@@	NCGC00257756-01	C5H10	70.1329	4886	0		0		0	0	0		0	0	0	0	C1CCCC1	
gFp@DiTvjh@	NCGC00258639-01	C6H12	84.1595	1923	0	0	0	0	0	0	0	0	0	0	0	0	C1CCCCC1	
dcL@@DiUUU]jjjj@@	NCGC00260282-01	C12H24	168.3190	1552	0	0	0	0	0	0	0	0	0	0	0		C1CCCCCCCCCCC1	
daF@@@ReU[jjj@@	NCGC00260138-01	C7H15N	113.2007	680	0	0	0	0	0	0	0	0	0	0	0	0	C1CCCNCCC1	
gFx@@eJfuU@@	NCGC00258727-01	C5H11N	85.1475	1165	0	0	0	0		0	0		0	0	0	0	C1CCNCC1	
gOx@@eJm]UT@@	NCGC00259033-01	C6H13N	99.1741	6879	0		0			0	0		0	0	0		C1CCNCCC1	
gOx@@eJm]UT@@	NCGC00257117-01	C6H13N	99.1741	6879	0	0	0		0		0	0	0	0	0	0	C1CCNCCC1	
det`@@aLReUWBFVfjj@@	NCGC00015827-06	C6H10N4	138.1704	21091		0		0	0	0	0	0	0	0	0	0	C1CCn2nnnc2CC1	
gBQ@@eJuT@@	NCGC00258293-01	C3H6O	58.0791	5969	0		0	0	0		0		0	0	0		C1COC1	
gFq@@eJftu@@	NCGC00255086-01	C5H8O	84.1164	21426	0	0	0	0	0	0		0	0	0	0	0	C1COC=CC1	
gKQ@@eKcUP@	NCGC00258579-01	C4H8O	72.1057	1328	0	0	0		0	0	0	0	0	0	0	0	C1COCC1	
dcm@@@{IDeCDdUKh@UUECP@	NCGC00255520-01	C10H14N2	162.2316	21607	0	0	0	0	0	0	0	0	0	0	0	0	C1C[C@@H](c2cccnc2)NCC1	
deu@@@[IEDhcSCHDEQ@@	NCGC00256918-01	C8H10N2	134.1784	27678	0	0	0	0	0	0	0	0	0	0	0	0	C1Cc2nccnc2CC1	
f`qPB@HDADHLswKNQfkN|uUADEDJD@@	NCGC00016018-10	C13H17ClN2	236.7405 (200.2795+36.4609)	25316	0		0										C1NC([C@H](CCC2)c3c2cccc3)=NC1.Cl	
f`qPB@HDADHLswKNQfkN|uUADEDJD@@	NCGC00016485-01	C13H17ClN2	236.7405 (200.2795+36.4609)	25316		0		0	0			0	0	0	0	0	C1NC([C@H](CCC2)c3c2cccc3)=NC1.Cl	
foQP`@EZAsIEEEDh\f\dZsjBhFJb`b`@	NCGC00015560-12	C11H12N2O2	204.2252	25161	1		1										C1NC([C@H]2Oc(cccc3)c3OC2)=NC1	
foQP`@EZAsIEEEDh\f\dZsjBhFJb`b`@	NCGC00015560-06	C11H12N2O2	204.2252	25161		0			0	0	1			0	0	0	C1NC([C@H]2Oc(cccc3)c3OC2)=NC1	
gFt@ATiTvjh@	NCGC00259791-01	C4H10N2	86.1356	1164	0	0	0	1	0	0	0		0	0	0	0	C1NCCNC1	
gFt@ATiTvjh@	NCGC00254077-01	C4H10N2	86.1356	1164	0	0		0	0	0	0	1	0	0	0	0	C1NCCNC1	
daY@PDxHbHa@yUnjj@@	NCGC00256286-01	C4H12Cl2N2	159.0575 (86.1356+36.4609+36.4609)	27096	0	0	0	0	0	0		0	0	0	0	0	C1NCCNC1.Cl.Cl	
gFy@JDiTvjh@	NCGC00259999-01	C4H9NO	87.1204	5688	0	0	0	0		0	0		0	0	0	0	C1NCCOC1	
gFy@JDiTvjh@	NCGC00256942-01	C4H9NO	87.1204	5688	0	0	0		0	0	0	0	0	0	0	0	C1NCCOC1	
deLD@@EJUWhRfFZjjj`@	NCGC00254198-01	C8H12O2	140.1797	604	0	0	0	0	0	0	0	0	0	0	0	0	C1OC1C1CC2OC2CC1	
deLD@@EJUWhRfFZjjj`@	NCGC00259056-01	C8H12O2	140.1797	604	0	0	0	0	0	0	0	0	0	0	0	0	C1OC1C1CC2OC2CC1	
gFp`ATiTvjh@	NCGC00258524-01	C4H8O2	88.1051	533	0	0	0	0	0	0	0	0	0	0	0	0	C1OCCOC1	
gKP`Adi\Zj@@	NCGC00254601-01	C3H6O2	74.0785	7284	0	0	0	0	0	0		0	0	0	0	0	C1OCOC1	
gFq`AbeJfuU@@	NCGC00258496-01	C3H6O3	90.0779	1925	0	0	0		0	0	0		0	0	0	0	C1OCOCO1	
diTH@@RgeXSaj@BH``@	NCGC00259661-01	C8H8O	120.1485	1286	0	0	0	0	0		0	0	0	0	0	0	C1O[C@@H]1c1ccccc1	
diTH@@RgeXSaj@BH``@	NCGC00253978-01	C8H8O	120.1485	1286	0	0	0		0	0	0	0	0	0	0	0	C1O[C@@H]1c1ccccc1	
eOB@Hcfh@	NCGC00260463-01	C2H4S	60.1182	29371	0	0	0	0	0	0	0	0	0	0	0	0	C1SC1	
gFpD@DTHReSZj`@	NCGC00257959-01	C4H8S2	120.2363	4077		0	0	0	0	0	0	0	0	0	0	0	C1SCCSC1	
dk|@@LdbbbRQKauS`@`@`@@	NCGC00254303-01	C13H10	166.2185	4105	0	0		0	0	0		0	0	0	0	0	C1c(cccc2)c2-c2c1cccc2	
dk|@@LdbbbRQKauS`@`@`@@	NCGC00259689-01	C13H10	166.2185	4105	0	0	0	0	0	0	0	0	0	0	0	0	C1c(cccc2)c2-c2c1cccc2	
fdy@@P@QBHbdPJHMD^b@qDXcHiMHiLmDTrWEUUUSUUP@@	NCGC00258466-01	C10H8Cl8	411.7945	1368	1	0	1		1	0	1	1			0		C=C(C(CCl)(CCl)C(C(C1Cl)Cl)(C2(Cl)Cl)Cl)C12Cl	
diDB@@SaR[mfff@@	NCGC00258851-01	C5H6O4	130.0987	6608	0	0	0	0	0	0	0		0	0	0	0	C=C(CC(O)=O)C(O)=O	
diDB@@SaR[mfff@@	NCGC00257141-01	C5H6O4	130.0987	6608	0	0	0	0	0		0	0	0	0	0	0	C=C(CC(O)=O)C(O)=O	
day@@@yI[Wfk@@	NCGC00258398-01	C6H6N2	106.1252	7418	0	0	1	0	0	0	0	0	0	0	0	0	C=C(CCC#N)C#N	
fioa`@B`yGIEEEDhieeD|eBLdxp_IrWhzBhFhjjjhjbHcDYI`@	NCGC00021666-04	C21H25NO3	339.4281	3347	0		0										C=C(CC[C@@]([C@@H](C1)N(CC2CC2)CC2)([C@@]22c3c1cc1)O)[C@@H]2Oc3c1O	
fioa`@B`yGIEEEDhieeD|eBLdxp_IrWhzBhFhjjjhjbHcDYI`@	NCGC00021666-03	C21H25NO3	339.4281	3347		0		0	0	0	0	1	0	0	0	0	C=C(CC[C@@]([C@@H](C1)N(CC2CC2)CC2)([C@@]22c3c1cc1)O)[C@@H]2Oc3c1O	
gJPDADFHR[f`@	NCGC00258194-01	C3H4Cl2	110.9699	5012	0	0	0	0	0	0	0	0	0	0	0	0	C=C(CCl)Cl	
gC`DADJHRZd@	NCGC00257911-01	C2H2Cl2	96.9433	1438	0	0	0	0	0	0	0	0	0	0	0	0	C=C(Cl)Cl	
fbmi`@DTxIPDyrJIQQJjJKILyIW`mTluSUUVMKtC@@	NCGC00164563-01	C12H15N5O3	277.2792	26446		0		0	0	0	0	0	0	0	0	0	C=C([C@H](CO)[C@H](C1)O)[C@H]1n1c(N=C(N)NC2=O)c2nc1	
gCh@@doH@	NCGC00259625-01	C3H3N	53.0626	29	0	0	0	0	0	0	0	0	0	0	0	0	C=CC#N	
gCh@@doH@	NCGC00256349-01	C3H3N	53.0626	29	0	0	0	0	0	0	0	0	0	0	0	0	C=CC#N	
diT@@LdRbQrbYjjZ@@	NCGC00258696-01	C9H12	120.1916	9250	0	0	0	0	0	0		0	0	0	0	0	C=CC(C1)C2C=CC1C2	
fegiQ@LBSV^g^BT@PLHrQQJIIIJZNISIDyQgQuUUSKLuKTrHPdaF@	NCGC00159512-02	C14H13N5O5S2	395.4135	26084		0		0	0	0	0	0	0	0	0	0	C=CC(CS[C@@H]1[C@@H]2NC(/C(/c3csc(N)n3)=N/O)=O)=C(C(O)=O)N1C2=O	
fegiQ@LBSV^g^BT@PLHrQQJIIIJZNISIDyQgQuUUSKLuKTrHPdaF@	NCGC00095138-01	C14H13N5O5S2	395.4135	26084		0		0	0	0	0	0	0	0	0	0	C=CC(CS[C@@H]1[C@@H]2NC(/C(/c3csc(N)n3)=N/O)=O)=C(C(O)=O)N1C2=O	
eg`ZND@LADjmmGO@bck`@bXHrQQJIIIJZNIQIIZD\TLCSUUUSKLuLuMLaABH@@	NCGC00016938-01	C16H15N5O7S2	453.4496	2754		0		0	0	0	0	0	0	0	0	0	C=CC(CS[C@@H]1[C@@H]2NC(C(c3csc(N)n3)=NOCC(O)=O)=O)=C(C(O)=O)N1C2=O	
gJY@DDfvd@	NCGC00259076-01	C3H5NO	71.0779	27	0	0	0	0	0	0	0	0	0	0	0	0	C=CC(N)=O	
gJY@DDfvd@	NCGC00253932-01	C3H5NO	71.0779	27	0	0	0	0	0	0	0	0	0	0	0	0	C=CC(N)=O	
deVD@DBTfYWFVjZh@@	NCGC00256280-01	C7H11NO2	141.1677	24947	0	0	0	0	0	0	0	0	0	0	0	0	C=CC(N1CCOCC1)=O	
dmUD@DXARYW[ZffP@	NCGC00090721-03	C7H10N2O2	154.1665	5595	0	0	1		0	0	0			0	0	0	C=CC(NCNC(C=C)=O)=O	
edZZLD@AEOLcbnhPH`bPRYg]ee]UYwYUcbsrIHFFB@h@@BjZZjhB@@@	NCGC00182713-01	C24H25ClFN5O3	485.9384	28869	1	0	1		1	0		1	0	1			C=CC(Nc(cc1c(Nc(cc2)cc(Cl)c2F)ncnc1c1)c1OCCCN1CCOCC1)=O	
